Date,,,VXX,TQQQ,VXX,TQQQ,Capital,,,VXX,0.94,0.3,уменьшена эффективность на 1.5
2/10/2016,0.00%,0.00%,93473.14149,60861.58411,0.00%,3.02%,8539145,,,,,,
2/11/2016,0.00%,0.00%,93473.14149,59449.04549,0.00%,-2.32%,8440052,,,,,,
2/12/2016,0.00%,0.00%,93473.14149,62722.09455,0.00%,5.51%,8672392,,,,,,
2/16/2016,0.00%,0.00%,93473.14149,66855.95221,0.00%,6.59%,8958179,,,,,,
2/17/2016,0.00%,0.00%,93472.33559,71013.41624,0.00%,6.22%,9236675,,,,,,
2/18/2016,0.65%,0.43%,93878.17064,69544.71699,0.43%,-2.07%,9161210,,,,,,
2/19/2016,0.00%,0.00%,93878.17064,69543.59214,0.00%,0.00%,9161136,,,,,,
2/22/2016,0.00%,0.00%,93877.29999,73117.01514,0.00%,5.14%,9396461,,,,,,
2/23/2016,0.17%,0.11%,93983.18575,69811.61433,0.11%,-4.52%,9189367,,,,,,
2/24/2016,0.00%,0.00%,93983.18575,69810.48948,0.00%,0.00%,9189293,,,,,,
2/25/2016,-1.45%,-0.97%,93073.29952,72922.32164,-0.97%,4.46%,9349619,,,,,,
2/26/2016,-1.50%,-1.00%,92140.64055,73058.16087,-1.00%,0.19%,9311483,,,,,,
2/29/2016,-1.39%,-0.92%,91288.3711,73057.03602,-0.92%,0.00%,9268347,,,,,,
3/1/2016,0.00%,0.00%,91287.50983,77941.41723,0.00%,6.69%,9578131,,,,,,
3/2/2016,6.18%,4.12%,95045.74407,79646.85451,4.12%,2.19%,9880082,,,,,,
3/3/2016,1.36%,0.90%,95905.66421,79375.06947,0.90%,-0.34%,9907920,,,,,,
3/4/2016,3.10%,2.07%,97887.14281,79460.86719,2.07%,0.11%,10015627,,,,,,
3/7/2016,0.00%,0.00%,97886.13596,77967.98685,0.00%,-1.88%,9921490,,,,,,
3/8/2016,-1.94%,-1.29%,96623.18287,75995.74634,-1.29%,-2.53%,9732001,,,,,,
3/9/2016,-1.60%,-1.07%,95593.80355,77193.03969,-1.07%,1.58%,9756823,,,,,,
3/10/2016,-1.47%,-0.98%,94656.09345,76759.52752,-0.98%,-0.56%,9681573,,,,,,
3/11/2016,0.00%,0.00%,94655.08311,76758.40267,0.00%,0.00%,9681450,,,,,,
3/14/2016,2.00%,1.34%,95918.91437,77248.72194,1.34%,0.64%,9777005,,,,,,
3/15/2016,-0.68%,-0.46%,95480.92846,77333.514,-0.46%,0.11%,9760049,,,,,,
3/16/2016,0.28%,0.18%,95656.52557,78826.59149,0.18%,1.93%,9863242,,,,,,
3/17/2016,4.72%,3.15%,98668.17837,79400.6495,3.15%,0.73%,10054424,,,,,,
3/18/2016,2.60%,1.73%,100375.1615,79307.95756,1.73%,-0.12%,10135527,,,,,,
3/21/2016,0.00%,0.00%,100373.9715,79748.24426,0.00%,0.56%,10163602,,,,,,
3/22/2016,1.50%,1.00%,101377.8843,80259.62988,1.00%,0.64%,10247015,,,,,,
3/23/2016,0.26%,0.17%,101553.5861,78817.69314,0.17%,-1.80%,10163847,,,,,,
3/24/2016,0.00%,0.00%,101552.4277,78816.56828,0.00%,0.00%,10163716,,,,,,
3/28/2016,3.62%,2.41%,104004.0628,79210.73566,2.41%,0.50%,10311815,,,,,,
3/29/2016,0.00%,0.00%,104002.8149,81345.36867,0.00%,2.69%,10450698,,,,,,
3/30/2016,6.39%,4.26%,108433.0307,84148.39542,4.26%,3.45%,10853340,,,,,,
3/31/2016,0.00%,0.00%,108431.6236,83736.26331,0.00%,-0.49%,10826691,,,,,,
4/1/2016,-3.00%,-2.00%,106262.1725,85005.41887,-2.00%,1.52%,10800431,,,,,,
4/4/2016,4.92%,3.28%,109747.614,85737.21756,3.28%,0.86%,11024050,,,,,,
4/5/2016,-1.40%,-0.93%,108725.9589,83017.67398,-0.93%,-3.17%,10797899,,,,,,
4/6/2016,0.00%,0.00%,108724.6128,85758.88092,0.00%,3.30%,10976103,,,,,,
4/7/2016,2.04%,1.36%,110201.7099,83313.07288,1.36%,-2.85%,10894145,,,,,,
4/8/2016,-1.64%,-1.10%,108994.789,82665.3346,-1.10%,-0.78%,10792140,,,,,,
4/11/2016,-1.64%,-1.09%,107801.6014,82664.20975,-1.09%,0.00%,10732994,,,,,,
4/12/2016,-1.61%,-1.07%,106643.6737,83499.46842,-1.07%,1.01%,10729576,,,,,,
4/13/2016,0.00%,0.00%,106642.2922,87030.04664,0.00%,4.23%,10956344,,,,,,
4/14/2016,1.27%,0.85%,107547.782,86803.91935,0.85%,-0.26%,10988625,,,,,,
4/15/2016,0.00%,0.00%,107546.3398,86802.79449,0.00%,0.00%,10988480,,,,,,
4/18/2016,-0.23%,-0.16%,107378.5281,87366.17865,-0.16%,0.65%,11015566,,,,,,
4/19/2016,6.05%,4.04%,111712.3222,86432.48699,4.04%,-1.07%,11178998,,,,,,
4/20/2016,-1.85%,-1.23%,110335.7742,86431.36214,-1.23%,0.00%,11110050,,,,,,
4/21/2016,-1.65%,-1.10%,109120.0375,86470.82755,-1.10%,0.05%,11051378,,,,,,
4/22/2016,0.00%,0.00%,109118.5237,82004.66464,0.00%,-5.16%,10765904,,,,,,
4/25/2016,0.32%,0.21%,109352.3765,82003.53979,0.21%,0.00%,10777366,,,,,,
4/26/2016,0.00%,0.00%,109350.8103,80971.589,0.00%,-1.26%,10709476,,,,,,
4/27/2016,-0.44%,-0.29%,109031.8704,80970.46415,-0.29%,0.00%,10693784,,,,,,
4/28/2016,1.26%,0.84%,109944.9466,78543.83717,0.84%,-3.00%,10578318,,,,,,
4/29/2016,-1.35%,-0.90%,108954.8976,77878.89799,-0.90%,-0.85%,10485913,,,,,,
5/2/2016,0.00%,0.00%,108953.3825,77877.77314,0.00%,0.00%,10485764,,,,,,
5/3/2016,-0.18%,-0.12%,108819.4219,76324.57902,-0.12%,-1.99%,10374754,,,,,,
5/4/2016,0.00%,0.00%,108817.9489,74668.76505,0.00%,-2.17%,10262147,,,,,,
5/5/2016,1.75%,1.16%,110084.6259,74865.45309,1.16%,0.26%,10335390,,,,,,
5/6/2016,0.00%,0.00%,110083.1215,75092.08549,0.00%,0.30%,10350963,,,,,,
5/9/2016,5.78%,3.86%,114328.0282,75090.96063,3.86%,0.00%,10550457,,,,,,
5/10/2016,3.38%,2.25%,116905.8868,77711.13481,2.25%,3.49%,10853473,,,,,,
5/11/2016,0.44%,0.29%,117247.1544,76875.45764,0.29%,-1.08%,10810957,,,,,,
5/12/2016,-1.63%,-1.09%,115974.9789,75147.34383,-1.09%,-2.25%,10630794,,,,,,
5/13/2016,-1.55%,-1.03%,114778.5484,75146.21897,-1.03%,0.00%,10575879,,,,,,
5/16/2016,0.00%,0.00%,114776.8601,76994.63297,0.00%,2.46%,10705872,,,,,,
5/17/2016,1.80%,1.20%,116157.9455,75121.84448,1.20%,-2.43%,10640080,,,,,,
5/18/2016,-1.44%,-0.96%,115045.4146,75120.71963,-0.96%,0.00%,10589046,,,,,,
5/19/2016,-1.49%,-0.99%,113904.4629,74445.08693,-0.99%,-0.90%,10488919,,,,,,
5/20/2016,0.00%,0.00%,113902.7601,76350.7312,0.00%,2.56%,10623088,,,,,,
5/23/2016,1.70%,1.13%,115190.6365,76758.97008,1.13%,0.53%,10711545,,,,,,
5/24/2016,1.73%,1.15%,116520.6118,80172.08011,1.15%,4.45%,11011528,,,,,,
5/25/2016,4.04%,2.69%,119655.2562,82850.78374,2.69%,3.34%,11343603,,,,,,
5/26/2016,0.42%,0.28%,119993.6752,83733.97758,0.28%,1.07%,11420106,,,,,,
5/27/2016,1.45%,0.97%,121152.3347,84860.73808,0.97%,1.35%,11552079,,,,,,
5/31/2016,1.70%,1.13%,122526.0489,85705.27895,1.13%,1.00%,11675056,,,,,,
6/1/2016,0.00%,0.00%,122524.0128,85503.54223,0.00%,-0.24%,11661218,,,,,,
6/2/2016,1.31%,0.87%,123590.2116,85978.49719,0.87%,0.56%,11744344,,,,,,
6/3/2016,0.97%,0.64%,124387.0527,84818.56693,0.64%,-1.35%,11702983,,,,,,
6/6/2016,-1.17%,-0.78%,123414.1282,84817.44208,-0.78%,0.00%,11657137,,,,,,
6/7/2016,-1.21%,-0.81%,122419.3399,84563.79828,-0.81%,-0.30%,11592725,,,,,,
6/8/2016,-1.18%,-0.78%,121458.9129,84754.16187,-0.78%,0.23%,11560299,,,,,,
6/9/2016,-1.09%,-0.72%,120579.079,84119.2679,-0.72%,-0.75%,11475129,,,,,,
6/10/2016,-1.01%,-0.67%,119766.2689,81163.23455,-0.67%,-3.51%,11234829,,,,,,
6/13/2016,-1.04%,-0.69%,118939.4537,81162.1097,-0.69%,0.00%,11195971,,,,,,
6/14/2016,0.00%,0.00%,118939.4537,80727.32222,0.00%,-0.54%,11165982,,,,,,
6/15/2016,0.00%,0.00%,118939.4537,80197.83442,0.00%,-0.66%,11129364,,,,,,
6/16/2016,-1.35%,-0.90%,117872.3993,79736.89466,-0.90%,-0.57%,11047457,,,,,,
6/17/2016,-1.68%,-1.12%,116551.4133,79237.56991,-1.12%,-0.63%,10950963,,,,,,
6/20/2016,0.00%,0.00%,116549.5776,79236.44506,0.00%,0.00%,10950799,,,,,,
6/21/2016,0.48%,0.32%,116925.5599,79444.61507,0.32%,0.26%,10982847,,,,,,
6/22/2016,-1.86%,-1.24%,115477.0981,79231.64114,-1.24%,-0.27%,10900099,,,,,,
6/23/2016,0.00%,0.00%,115477.0981,81958.66828,0.00%,3.44%,11087681,,,,,,
6/24/2016,0.00%,0.00%,115477.0981,72376.91901,0.00%,-11.69%,10439553,,,,,,
6/27/2016,0.00%,0.00%,115477.0981,71688.55533,0.00%,-0.95%,10389909,,,,,,
6/28/2016,0.00%,0.00%,115477.0981,71687.43047,0.00%,0.00%,10389827,,,,,,
6/29/2016,0.00%,0.00%,115477.0981,75695.12214,0.00%,5.59%,10680249,,,,,,
6/30/2016,0.00%,0.00%,115475.2172,78403.92056,0.00%,3.58%,10871262,,,,,,
7/1/2016,1.85%,1.23%,116897.7975,79970.42228,1.23%,2.00%,11046829,,,,,,
7/5/2016,-0.64%,-0.43%,116396.9573,78953.61733,-0.43%,-1.27%,10952935,,,,,,
7/6/2016,0.00%,0.00%,116395.0299,79852.43858,0.00%,1.14%,11015190,,,,,,
7/7/2016,3.48%,2.32%,119095.25,81466.13378,2.32%,2.02%,11254259,,,,,,
7/8/2016,0.00%,0.00%,119093.0857,84692.4516,0.00%,3.96%,11477009,,,,,,
7/11/2016,4.76%,3.17%,122870.8203,86856.37986,3.17%,2.56%,11805660,,,,,,
7/12/2016,-0.90%,-0.60%,122137.2924,88517.80482,-0.60%,1.91%,11883333,,,,,,
7/13/2016,-1.56%,-1.04%,120868.4332,88177.26097,-1.04%,-0.38%,11798747,,,,,,
7/14/2016,-1.37%,-0.91%,119763.9428,89602.18225,-0.91%,1.62%,11840172,,,,,,
7/15/2016,-1.30%,-0.86%,118729.0951,89019.21542,-0.86%,-0.65%,11750501,,,,,,
7/18/2016,0.00%,0.00%,118726.7735,89018.09057,0.00%,0.00%,11750312,,,,,,
7/19/2016,0.88%,0.59%,119423.7781,88555.78504,0.59%,-0.52%,11754291,,,,,,
7/20/2016,0.00%,0.00%,119421.3432,91180.79383,0.00%,2.96%,11928384,,,,,,
7/21/2016,-0.58%,-0.39%,118959.5679,90953.92032,-0.39%,-0.25%,11890482,,,,,,
7/22/2016,0.00%,0.00%,118957.1724,90952.79546,0.00%,0.00%,11890288,,,,,,
7/25/2016,1.46%,0.97%,120113.3371,91210.67245,0.97%,0.28%,11964926,,,,,,
7/26/2016,-1.08%,-0.72%,119251.7681,91477.94576,-0.72%,0.29%,11939545,,,,,,
7/27/2016,-1.10%,-0.73%,118375.2987,93309.23525,-0.73%,2.00%,12015177,,,,,,
7/28/2016,0.00%,0.00%,118372.7892,93308.1104,0.00%,0.00%,12014977,,,,,,
7/29/2016,2.41%,1.60%,120270.8419,94092.76707,1.60%,0.84%,12161823,,,,,,
8/1/2016,2.79%,1.86%,122511.8864,95224.0965,1.86%,1.20%,12348245,,,,,,
8/2/2016,-1.29%,-0.86%,121461.0215,93544.12622,-0.86%,-1.76%,12186360,,,,,,
8/3/2016,0.00%,0.00%,121458.3502,93543.00136,0.00%,0.00%,12186152,,,,,,
8/4/2016,3.93%,2.62%,124644.3978,94455.44318,2.62%,0.98%,12405417,,,,,,
8/5/2016,3.69%,2.46%,127713.5119,97142.96175,2.46%,2.85%,12734630,,,,,,
8/8/2016,1.87%,1.25%,129305.6661,97399.18486,1.25%,0.26%,12830803,,,,,,
8/9/2016,0.89%,0.60%,130075.0664,97787.88404,0.60%,0.40%,12894579,,,,,,
8/10/2016,-1.32%,-0.88%,128929.87,97002.24406,-0.88%,-0.80%,12786018,,,,,,
8/11/2016,-1.29%,-0.86%,127823.4801,97001.11921,-0.86%,0.00%,12731083,,,,,,
8/12/2016,-1.21%,-0.81%,126788.6697,97048.71544,-0.81%,0.05%,12682674,,,,,,
8/15/2016,0.00%,0.00%,126785.489,98282.67305,0.00%,1.27%,12763144,,,,,,
8/16/2016,-2.47%,-1.65%,124695.1239,97244.1638,-1.65%,-1.06%,12590497,,,,,,
8/17/2016,-0.91%,-0.61%,123938.2762,96914.97938,-0.61%,-0.34%,12530977,,,,,,
8/18/2016,0.00%,0.00%,123935.1857,96913.85452,0.00%,0.00%,12530748,,,,,,
8/19/2016,0.19%,0.12%,124088.5308,96804.00915,0.12%,-0.11%,12531399,,,,,,
8/22/2016,-0.93%,-0.62%,123323.2386,96968.27333,-0.62%,0.17%,12503388,,,,,,
8/23/2016,0.00%,0.00%,123320.0993,97930.68007,0.00%,0.99%,12565277,,,,,,
8/24/2016,-1.73%,-1.16%,121895.0626,95963.28266,-1.16%,-2.01%,12366461,,,,,,
8/25/2016,0.00%,0.00%,121892.0909,95962.15781,0.00%,0.00%,12366238,,,,,,
8/26/2016,1.64%,1.09%,123222.5836,95986.77619,1.09%,0.03%,12435315,,,,,,
8/29/2016,0.00%,0.00%,123219.5283,95985.65133,0.00%,0.00%,12435088,,,,,,
8/30/2016,1.13%,0.75%,124145.7018,94842.85002,0.75%,-1.19%,12407796,,,,,,
8/31/2016,-0.98%,-0.65%,123335.7973,94841.72517,-0.65%,0.00%,12367249,,,,,,
9/1/2016,-0.92%,-0.61%,122583.2379,94987.60962,-0.61%,0.15%,12339030,,,,,,
9/2/2016,0.00%,0.00%,122580.0574,94521.20067,0.00%,-0.49%,12308577,,,,,,
9/6/2016,1.50%,1.00%,123806.4935,94520.07582,1.00%,0.00%,12370078,,,,,,
9/7/2016,0.00%,0.00%,123803.1438,95154.33762,0.00%,0.67%,12411415,,,,,,
9/8/2016,0.32%,0.21%,124065.3295,93188.29399,0.21%,-2.07%,12296337,,,,,,
9/9/2016,-0.94%,-0.63%,123284.8765,92709.92711,-0.63%,-0.51%,12226100,,,,,,
9/12/2016,0.00%,0.00%,123284.8765,92709.92711,0.00%,0.00%,12226100,,,,,,
9/13/2016,-1.21%,-0.81%,122289.8256,92072.18825,-0.81%,-0.69%,12134710,,,,,,
9/14/2016,-1.42%,-0.94%,121134.2797,92071.0634,-0.94%,0.00%,12077304,,,,,,
9/15/2016,0.00%,0.00%,121134.2797,95408.41221,0.00%,3.62%,12296190,,,,,,
9/16/2016,-1.68%,-1.12%,119777.7968,95914.72368,-1.12%,0.53%,12259969,,,,,,
9/19/2016,-1.89%,-1.26%,118268.8814,94587.24305,-1.26%,-1.38%,12097906,,,,,,
9/20/2016,-2.01%,-1.34%,116680.9885,94586.11819,-1.34%,0.00%,12016620,,,,,,
9/21/2016,0.00%,0.00%,116678.104,96766.51038,0.00%,2.31%,12154974,,,,,,
9/22/2016,9.01%,6.01%,123684.664,99492.12476,6.01%,2.82%,12691114,,,,,,
9/23/2016,0.10%,0.07%,123766.2637,98282.50613,0.07%,-1.22%,12618151,,,,,,
9/26/2016,-5.09%,-3.40%,119563.2779,95454.10397,-3.40%,-2.88%,12222337,,,,,,
9/27/2016,0.00%,0.00%,119560.1993,97085.3015,0.00%,1.71%,12326612,,,,,,
9/28/2016,4.27%,2.85%,122963.2425,98583.42111,2.85%,1.54%,12597144,,,,,,
9/29/2016,-1.60%,-1.07%,121652.6375,96356.64764,-1.07%,-2.26%,12387740,,,,,,
9/30/2016,-1.65%,-1.10%,120317.6306,96355.52279,-1.10%,0.00%,12319697,,,,,,
10/3/2016,0.00%,0.00%,120314.4254,96406.69873,0.00%,0.05%,12322804,,,,,,
10/4/2016,0.86%,0.57%,121004.9245,95838.19352,0.57%,-0.59%,12321832,,,,,,
10/5/2016,0.00%,0.00%,121001.6005,95837.06867,0.00%,0.00%,12321590,,,,,,
10/6/2016,-0.69%,-0.46%,120445.6047,95670.82374,-0.46%,-0.17%,12282595,,,,,,
10/7/2016,0.39%,0.26%,120754.8351,94873.79044,0.26%,-0.83%,12247199,,,,,,
10/10/2016,0.00%,0.00%,120751.4665,94872.66559,0.00%,0.00%,12246955,,,,,,
10/11/2016,-1.01%,-0.67%,119937.9429,91508.87381,-0.67%,-3.55%,11988587,,,,,,
10/12/2016,-1.24%,-0.83%,118943.7267,91507.74896,-0.83%,0.00%,11938824,,,,,,
10/13/2016,0.00%,0.00%,118943.7267,90038.15424,0.00%,-1.61%,11842957,,,,,,
10/14/2016,0.00%,0.00%,118943.7267,91007.24862,0.00%,1.08%,11906691,,,,,,
10/17/2016,0.00%,0.00%,118943.7267,90068.15568,0.00%,-1.03%,11845259,,,,,,
10/18/2016,0.00%,0.00%,118940.5123,92653.99475,0.00%,2.87%,12015136,,,,,,
10/19/2016,3.36%,2.24%,121602.2386,92292.54874,2.24%,-0.39%,12126142,,,,,,
10/20/2016,-1.03%,-0.69%,120763.4702,91521.20575,-0.69%,-0.84%,12033648,,,,,,
10/21/2016,0.00%,0.00%,120760.0588,91520.0809,0.00%,0.00%,12033404,,,,,,
10/24/2016,4.84%,3.23%,124655.1444,94686.22872,3.23%,3.46%,12435620,,,,,,
10/25/2016,0.21%,0.14%,124829.8637,94629.87486,0.14%,-0.06%,12440634,,,,,,
10/26/2016,0.00%,0.00%,124826.2253,92318.89689,0.00%,-2.44%,12288545,,,,,,
10/27/2016,0.46%,0.30%,125205.7307,91350.70219,0.30%,-1.05%,12242787,,,,,,
10/28/2016,-0.85%,-0.57%,124498.2943,90900.11441,-0.57%,-0.49%,12178007,,,,,,
10/31/2016,-0.92%,-0.61%,123737.3466,90898.98956,-0.61%,0.00%,12140715,,,,,,
11/1/2016,-0.94%,-0.63%,122962.5686,88726.08736,-0.63%,-2.39%,11957596,,,,,,
11/2/2016,0.00%,0.00%,122962.5686,88166.55766,0.00%,-0.63%,11919892,,,,,,
11/3/2016,0.00%,0.00%,122962.5686,87538.29985,0.00%,-0.71%,11877423,,,,,,
11/4/2016,0.00%,0.00%,122962.5686,87538.29985,0.00%,0.00%,11877423,,,,,,
11/7/2016,0.00%,0.00%,122962.5686,87537.17499,0.00%,0.00%,11877346,,,,,,
11/8/2016,0.00%,0.00%,122962.5686,89298.98977,0.00%,2.01%,11996871,,,,,,
11/9/2016,0.00%,0.00%,122962.5686,89778.3167,0.00%,0.54%,12029068,,,,,,
11/10/2016,-1.96%,-1.30%,121359.2648,88997.92182,-1.30%,-0.87%,11898364,,,,,,
11/11/2016,0.00%,0.00%,121355.8607,88996.79697,0.00%,0.00%,11898122,,,,,,
11/14/2016,1.35%,0.90%,122451.1449,86595.27229,0.90%,-2.70%,11791283,,,,,,
11/15/2016,0.00%,0.00%,122447.5182,86594.14743,0.00%,0.00%,11791032,,,,,,
11/16/2016,1.36%,0.90%,123555.2825,87796.41812,0.90%,1.39%,11926221,,,,,,
11/17/2016,1.53%,1.02%,124815.6488,90036.82053,1.02%,2.55%,12139217,,,,,,
11/18/2016,2.76%,1.84%,127114.7126,90130.20994,1.84%,0.10%,12257313,,,,,,
11/21/2016,1.37%,0.92%,128279.8337,91851.78232,0.92%,1.91%,12430550,,,,,,
11/22/2016,1.44%,0.96%,129508.3115,93536.09327,0.96%,1.83%,12604043,,,,,,
11/23/2016,0.00%,0.00%,129504.1017,92350.33081,0.00%,-1.27%,12523947,,,,,,
11/25/2016,0.96%,0.64%,130330.7236,93009.71662,0.64%,0.71%,12608627,,,,,,
11/28/2016,-1.83%,-1.22%,128739.8516,92635.21567,-1.22%,-0.40%,12506290,,,,,,
11/29/2016,-0.96%,-0.64%,127913.2095,93297.90312,-0.64%,0.72%,12510872,,,,,,
11/30/2016,-0.94%,-0.62%,127115.5362,90732.61175,-0.62%,-2.75%,12299865,,,,,,
12/1/2016,-0.84%,-0.56%,126401.3202,90175.96946,-0.56%,-0.61%,12227581,,,,,,
12/2/2016,0.00%,0.00%,126397.3412,90174.84461,0.00%,0.00%,12227312,,,,,,
12/5/2016,3.98%,2.66%,129754.0471,92239.61778,2.66%,2.29%,12529658,,,,,,
12/6/2016,4.66%,3.10%,133782.079,93205.43083,3.10%,1.05%,12789738,,,,,,
12/7/2016,0.81%,0.54%,134505.1656,95399.37653,0.54%,2.35%,12974830,,,,,,
12/8/2016,-1.04%,-0.69%,133574.1467,97224.18689,-0.69%,1.91%,13054017,,,,,,
12/9/2016,-0.01%,0.00%,133569.5262,99313.80093,0.00%,2.15%,13194075,,,,,,
12/12/2016,0.78%,0.52%,134261.4824,98334.07699,0.52%,-0.99%,13163172,,,,,,
12/13/2016,-1.11%,-0.74%,133269.2193,101202.2039,-0.74%,2.92%,13306496,,,,,,
12/14/2016,-0.01%,0.00%,133264.618,101849.557,0.00%,0.64%,13348825,,,,,,
12/15/2016,1.24%,0.83%,134364.6147,101983.6977,0.83%,0.13%,13412708,,,,,,
12/16/2016,-1.05%,-0.70%,133425.9702,99886.62438,-0.70%,-2.06%,13227957,,,,,,
12/19/2016,-0.01%,0.00%,133421.1416,99885.49952,0.00%,0.00%,13227643,,,,,,
12/20/2016,3.36%,2.24%,136405.9546,101316.2095,2.24%,1.43%,13470336,,,,,,
12/21/2016,1.49%,0.99%,137760.6356,101266.5184,0.99%,-0.05%,13533922,,,,,,
12/22/2016,0.15%,0.10%,137894.4891,100008.4892,0.10%,-1.24%,13456431,,,,,,
12/23/2016,-0.01%,0.00%,137889.298,100007.3644,0.00%,0.00%,13456102,,,,,,
12/27/2016,0.99%,0.66%,138795.3468,101540.3358,0.66%,1.53%,13603443,,,,,,
12/28/2016,0.91%,0.60%,139634.571,99807.93497,0.60%,-1.71%,13528523,,,,,,
12/29/2016,-0.79%,-0.53%,138899.8406,99806.81012,-0.53%,0.00%,13492855,,,,,,
12/30/2016,-0.76%,-0.51%,138198.2299,97162.06599,-0.51%,-2.65%,13280006,,,,,,
1/3/2017,-0.01%,0.00%,138193.0549,97160.94113,0.00%,0.00%,13279681,,,,,,
1/4/2017,4.33%,2.89%,142182.288,98594.1552,2.89%,1.48%,13569298,,,,,,
1/5/2017,2.11%,1.41%,144183.546,100117.1879,1.41%,1.54%,13769599,,,,,,
1/6/2017,-0.01%,0.00%,144177.5817,102709.3051,0.00%,2.59%,13947568,,,,,,
1/9/2017,-0.18%,-0.12%,144004.0828,104294.4825,-0.12%,1.54%,14046806,,,,,,
1/10/2017,0.67%,0.45%,144647.3905,105077.6039,0.45%,0.75%,14130919,,,,,,
1/11/2017,-1.18%,-0.79%,143506.8041,105902.9643,-0.79%,0.79%,14130703,,,,,,
1/12/2017,-1.28%,-0.85%,142282.6647,104800.396,-0.85%,-1.04%,13996876,,,,,,
1/13/2017,-1.31%,-0.87%,141044.427,104799.2711,-0.87%,0.00%,13935896,,,,,,
1/17/2017,-0.01%,0.00%,141038.4826,104169.7442,0.00%,-0.60%,13893746,,,,,,
1/18/2017,2.39%,1.59%,143286.4523,104725.181,1.59%,0.53%,14041511,,,,,,
1/19/2017,-0.73%,-0.49%,142585.2456,104830.3412,-0.49%,0.10%,14014204,,,,,,
1/20/2017,-0.01%,0.00%,142579.1093,105058.9913,0.00%,0.22%,14029186,,,,,,
1/23/2017,1.76%,1.17%,144251.7902,104543.8453,1.17%,-0.49%,14077083,,,,,,
1/24/2017,-0.01%,0.00%,144245.2635,104542.7204,0.00%,0.00%,14076688,,,,,,
1/25/2017,4.99%,3.32%,149039.1995,107913.7742,3.32%,3.22%,14537561,,,,,,
1/26/2017,-0.51%,-0.34%,148532.0064,108702.2785,-0.34%,0.73%,14565937,,,,,,
1/27/2017,-0.01%,0.00%,148524.8817,109337.5531,0.00%,0.58%,14608150,,,,,,
1/30/2017,-2.14%,-1.43%,146401.1523,106731.5137,-1.43%,-2.38%,14329619,,,,,,
1/31/2017,-0.94%,-0.62%,145487.4165,106730.3889,-0.62%,0.00%,14284826,,,,,,
2/1/2017,-0.99%,-0.66%,144532.0262,108724.3877,-0.66%,1.87%,14371362,,,,,,
2/2/2017,-0.01%,0.00%,144525.1402,108723.2628,0.00%,0.00%,14370945,,,,,,
2/3/2017,2.08%,1.39%,146528.2606,109586.8573,1.39%,0.79%,14527610,,,,,,
2/6/2017,-0.97%,-0.64%,145583.2379,109878.7898,-0.64%,0.27%,14500113,,,,,,
2/7/2017,0.40%,0.27%,145972.0813,111266.1732,0.27%,1.26%,14611021,,,,,,
2/8/2017,-0.77%,-0.51%,145226.0018,111680.6047,-0.51%,0.37%,14600892,,,,,,
2/9/2017,-0.01%,0.00%,145218.9508,112985.3833,0.00%,1.17%,14685830,,,,,,
2/10/2017,3.07%,2.05%,148193.0677,114315.9759,2.05%,1.18%,14922689,,,,,,
2/13/2017,2.11%,1.40%,150274.5736,116146.8901,1.40%,1.60%,15146993,,,,,,
2/14/2017,1.41%,0.94%,151686.3126,117310.8654,0.94%,1.00%,15294040,,,,,,
2/15/2017,3.00%,2.00%,154719.1583,119027.7288,2.00%,1.46%,15558852,,,,,,
2/16/2017,-0.83%,-0.55%,153868.0992,119811.5347,-0.55%,0.66%,15567288,,,,,,
2/17/2017,-0.01%,-0.01%,153860.2328,120607.5435,-0.01%,0.66%,15618603,,,,,,
2/21/2017,2.57%,1.71%,156497.6501,122794.2211,1.71%,1.81%,15894054,,,,,,
2/22/2017,-0.99%,-0.66%,155466.281,123148.1071,-0.66%,0.29%,15864584,,,,,,
2/23/2017,-1.04%,-0.69%,154389.5298,122078.3732,-0.69%,-0.87%,15740741,,,,,,
2/24/2017,-0.01%,0.00%,154382.0695,122077.2484,0.00%,0.00%,15740288,,,,,,
2/27/2017,4.69%,3.13%,159210.7478,122958.7337,3.13%,0.72%,16043274,,,,,,
2/28/2017,-1.10%,-0.73%,158046.3263,122016.5504,-0.73%,-0.77%,15923139,,,,,,
3/1/2017,-1.28%,-0.85%,156697.5806,122015.4255,-0.85%,0.00%,15855123,,,,,,
3/2/2017,-0.01%,-0.01%,156689.6228,120756.7595,-0.01%,-1.03%,15772943,,,,,,
3/3/2017,1.22%,0.81%,157962.8164,120755.6347,0.81%,0.00%,15836951,,,,,,
3/6/2017,1.81%,1.20%,159864.9411,120101.2252,1.20%,-0.54%,15889390,,,,,,
3/7/2017,0.53%,0.36%,160434.6363,119566.1304,0.36%,-0.45%,15882305,,,,,,
3/8/2017,-1.11%,-0.74%,159248.6377,120118.075,-0.74%,0.46%,15860259,,,,,,
3/9/2017,-1.09%,-0.73%,158088.7583,120421.3712,-0.73%,0.25%,15822524,,,,,,
3/10/2017,-1.06%,-0.71%,156970.9683,121640.5175,-0.71%,1.01%,15846680,,,,,,
3/13/2017,-0.01%,-0.01%,156962.4692,121639.3926,-0.01%,0.00%,15846177,,,,,,
3/14/2017,0.40%,0.27%,157385.3901,120496.0924,0.27%,-0.94%,15793056,,,,,,
3/15/2017,-0.01%,-0.01%,157376.7821,120494.9676,-0.01%,0.00%,15792550,,,,,,
